id,label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swap_in_per_week,swap_out_per_week,swap_rate,lp_avg,lp_std,lp_creator_holding_ratio,lp_lock_ratio,token_burn_ratio,token_creator_holding_ratio,number_of_token_creation_of_creator
0x3cd1c0b98be4451ca51265bbaeb76cf7b31e1c02,False,531.1959022030402,39.839692665228014,0.4819277108433735,0.4819277108433735,0.03614457831325301,0.3937178110884419,0.03261372556733981,0.5077703025500081,304.375251962342,226.82065024069814,1.338785046728972,0.119760479,0.126458336,0.0,0.0,0.0,0.130261666,1
0x0c52de7bb69edd144d58d772fab1cd196919f5ef,False,54.542476035404555,2.0015587535928274,0.3771626297577855,0.6089965397923875,0.01384083044982699,0.8051495550278377,0.6401968674754661,0.5511411623262422,49.038189463024274,39.030395695060136,1.240506329113924,0.332225914,0.431319936,0.0,0.0,4e-07,1e-08,1
0xa00d47b4b304792eb07b09233467b690db847c91,False,230.7726306954893,110.13010575489729,0.2742415229030339,0.594883997620464,0.13087447947650208,0.4529302866727105,0.05377288600214462,0.6026391722505722,240.78445849138905,259.8069313035986,0.925,0.377358491,4.64986389,0.0,0.064726248,0.0,0.0,1
0x114e40ba90e9d8b002bc6936e3299daa393017bb,False,58.779513692758556,8.540613100657227,0.10317460317460317,0.8818342151675485,0.014991181657848324,0.7597454628009775,0.19099805023971367,0.7111216463455349,318.01224074800143,184.37676517301188,1.7201086956521738,0.46728972,4.754047582,1.48e-08,0.693920988,0.003748588,0.0,1
0x40829a59080a12f16bb8fba22354a6a42c810aab,False,94.726400482635,12.02874926763619,0.15581203627370158,0.8244023083264633,0.01978565539983512,0.5081116913021736,0.0028824955267324464,0.6304341686201734,313.24867884469245,187.94920730681548,1.6622340425531914,0.476190476,5.466876961,0.0,0.790201641,0.0,1e-08,1
0x3f759c3f4cdba32e69ddf607e0cdcc2547061b97,False,506.69816774323266,119.07406941965968,0.44742729306487694,0.44742729306487694,0.10514541387024609,0.09798237122331482,0.05506360286000577,0.38076968801480954,257.4026692135622,249.29549852967048,1.0304259634888437,0.480769231,1.717221306,0.0,3.49e-06,0.467129077,1.96e-07,1
0x182885fa47b63c02d06a8d65db3bf3871be9f998,False,92.52111096778034,33.00753148039731,0.14788169464428458,0.7993605115907274,0.05275779376498801,0.2537153198218764,0.10080162243351794,0.47189855158769545,273.06230588328685,227.05180745606637,1.2,0.495049505,1.843214799,0.247900919,1.08e-12,0.074932768,0.0,1
0x6b8bc6cebaa266429f387125d433e46f59cdb499,False,16.124197376785308,4.534930512220868,0.13617021276595745,0.825531914893617,0.03829787234042553,0.20898665453085982,0.5055089733879893,0.4913725496781604,49.884235634429544,47.868710962331384,1.03125,0.595238095,1.015273279,0.104807695,-0.068511233,0.0,0.043933532,1
0x0ed2b16d5ac4a997f896562f7e8a8a357c1f8222,False,500.55783065122176,55.0613613716344,0.47393364928909953,0.47393364928909953,0.052132701421800945,0.2678638897542804,0.1427023193228293,0.5613851640229878,278.8107116727305,221.74711897849124,1.2545045045045045,0.598802395,2.1292989,0.001008743,1.53e-07,0.0,1.34e-07,1
0x5c460c0054fd472a821a5a601378f0d2bf02a9b4,False,80.01336201978174,23.00384158068725,0.13266998341625208,0.8291873963515755,0.03814262023217247,0.5445833429816176,0.03410034436104652,0.4854531440725904,319.5533645665033,180.53014805713255,1.7651933701657458,0.609756098,5.785377885,0.520423911,0.219280741,1.16e-05,0.068415266,1
0x49179a590b086ee09dacc5750cfdb312c0c73d10,False,53.58922677142663,9.015010111081116,0.10239234449760766,0.8803827751196173,0.01722488038277512,0.39608086451908303,0.20381694332648734,0.45616188829866655,253.9227847954514,206.8443986598056,1.2246376811594204,0.675675676,1.418157525,0.0,0.0,0.0017,0.0,1
0x748a9631bad6af6d048ae66e2e6e3f44213fb1e0,False,58.84295871273544,22.128975926156915,0.11228406909788867,0.845489443378119,0.04222648752399232,0.3092747804265997,0.32252781263069846,0.3263170221664575,282.1444430585007,160.93800673568666,1.7476635514018692,0.704225352,1.6104534,0.0,0.046495459,0.653577388,0.000387733,1
0x2cea677e38f16a3016cab43b533efda0458af0e6,False,70.66626669561485,9.021225535610407,0.12165660051768766,0.8628127696289906,0.015530629853321829,0.4980862325028158,0.002393870627988185,0.6473966449263565,364.85845499579864,136.3207414270017,2.6666666666666665,0.757575758,6.941202702,0.0,0.800302922,0.0,0.343993286,1
0x4c4f05f0876592829b3caf81d394353183ed2b18,False,3.331674596164828,2.7763954968040236,0.005934718100890208,0.9891196834817013,0.004945598417408506,0.33209739420539985,0.06542357065291443,0.7025240409428922,294.2979226612265,260.9811766995782,1.1252653927813163,0.787401575,4.414955228,0.0,0.488845205,0.007932661,-3e-16,1
0x4ce78b0c8324a0d3782a17ee8989485864c07866,False,36.501388114958075,1.0000380305467966,0.07533539731682147,0.9226006191950464,0.0020639834881320948,0.9539333348766605,0.8502994606071229,0.9420160924938074,307.5116943931399,139.50530526127812,2.1964285714285716,0.81300813,1.419241652,0.0,0.0,0.0,1.32e-05,1
0xa469d741ffe634154cd2f94dff4b8be907940340,False,165.55899134033373,24.508732857028257,0.2398550724637681,0.7246376811594203,0.035507246376811595,0.5860740706422731,0.21714548562219438,0.7101241129177704,292.10408139805105,208.0741401739542,1.4004796163069544,0.833333333,1.393126212,0.03915383,2.09e-12,6.6e-08,0.0,2
0x65d0a154d2425ce2fd5fed3bdae94d9a9afe55ce,False,32.016384045737695,3.0015360042879085,0.07637231503579953,0.9164677804295943,0.007159904534606206,0.6714146919548943,0.2971129512513634,0.807915177736473,179.59190425655987,204.60470429229244,0.875609756097561,0.869565217,3.558368103,1.7e-05,0.207641251,0.0,3.21e-12,1
0xdfcc12a0aad50d84639d558551edd7a523b69ac5,False,50.829021142740515,1.0373269620967451,0.0890909090909091,0.9090909090909091,0.0018181818181818182,0.2516685255329839,0.14235827777520427,0.38804754896895277,451.23722851208413,67.42625253628843,6.641221374045801,0.917431193,8.682708196,0.006734635,0.904451084,0.23806767,1.88232424,1
0x96b878255ed11e149938c9936f9aad87d955b0cc,False,146.69844611950984,24.959110624499935,0.21540762902019447,0.7479431563201197,0.03664921465968586,0.20639773410007725,0.132953394558407,0.40954767831087463,196.10729776392807,313.2623068177033,0.625,0.934579439,4.51453411,0.0,0.001107989,2e-07,0.0,2
0x0bf46ba06dc1d33c3bd80ff42497ebff13a88900,False,233.56101627078505,28.007316726261163,0.34695393759286774,0.611441307578009,0.041604754829123326,0.36490626716339886,0.4326896989829342,0.49598996830354486,173.0452069158279,238.56232282904597,0.7238493723849372,1.0,3.806040491,0.087090082,-7.58e-13,0.0,0.0,1
0xbcee2657b37db70f9052637a5d801e87c260068f,False,137.07388572544062,15.508359333900218,0.25946969696969696,0.7111742424242424,0.029356060606060608,0.23835053662347636,0.20027542919946767,0.2502201447327476,92.54988634746904,283.152625257662,0.3262786596119929,1.030927835,3.989973946,4.91e-06,0.001031985,0.00027787,0.0,1
0x1b7c2f100dd432cfa3268e0e4674e9e1954e48ce,False,1.5145077724532205,1.009671848302147,0.0196078431372549,0.9673202614379085,0.013071895424836602,0.4660400227237097,0.5420515059514879,0.8516165357131418,51.99810018756057,22.717616586798307,2.239130434782609,1.075268817,1.501764027,0.10150668,1.17e-14,0.0,0.0,1
0x3d07f6e1627da96b8836190de64c1aed70e3fc55,False,44.05215168751366,9.010667390627795,0.0990990990990991,0.8806306306306306,0.02027027027027027,0.49863764733960037,0.627946792007531,0.6021897084366423,229.2714258281961,162.1920130313003,1.4092307692307693,1.19047619,6.165411225,3.76e-05,-3.78e-13,0.912205092,0.0,1
0x6d051fe6f3f53dce2981757b480c468c22e91983,False,0.5002965547534377,0.0,0.017241379310344827,0.9827586206896551,0.0,0.0,0.16365300794758336,0.0,18.010675971123757,10.506227649822192,1.6363636363636365,1.234567901,6.555127997,0.0,0.5871654,0.0,0.0,1
0x37e8e9fa75c78d55ab3a3849879ffaed0fb3a2b2,False,142.44458308590845,39.90468816945662,0.20720058780308598,0.7347538574577517,0.05804555473916238,0.3673111877313162,0.03501914661293126,0.49326197865772875,301.0530904936221,204.0695445627908,1.471604938271605,1.282051282,5.394839381,0.0,0.459911297,8.31e-06,0.0035365,1
